GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,area_sq_km,population_total,population_nonwhite_free,population_nonwhite_free_female,population_nonwhite_free_male,population_nonwhite_slave,population_nonwhite_slave_female,population_nonwhite_slave_male,population_urban_over_2500,population_urban_over_25000,population_white_free,population_white_free_female,population_white_free_male,nativity_born_out_of_country,nativity_born_out_of_state,farms_land_improved,farms_land_unimproved,farms_total,farms_value_farms,farms_value_tools,livestock_horses,livestock_milk_cows,livestock_mules,livestock_other_cattle,livestock_oxen,livestock_pigs,livestock_sheep,crops_barley,crops_beeswax_honey,crops_buckwheat,crops_butter,crops_cane_molasses,crops_cane_sugar,crops_cheese,crops_clover_seed,crops_dew_hemp,crops_flax,crops_flaxseed,crops_ginned_cotton,crops_grass_seed,crops_hay,crops_hops,crops_indian_corn,crops_irish_potatoes,crops_maple_molasses,crops_maple_sugar,crops_oats,crops_peas_beans,crops_rice,crops_rye,crops_silk_cocoon,crops_sweet_potatoes,crops_tobacco,crops_water_hemp,crops_wheat,crops_wine,crops_wool,learning_academies_other,learning_colleges,learning_public_schools,learning_pupils_academies_other,learning_pupils_colleges,learning_pupils_public_schools,learning_teachers_academies_others,learning_teachers_college,learning_teachers_public_schools,students_foreign_born,students_free_colored,students_free_colored_female,students_free_colored_male,students_free_white,students_free_white_female,students_free_white_male,students_native,churches_baptist,churches_christian,churches_moravian,churches_congregational,churches_dutch_reformed,churches_episcopal,churches_free,churches_german_reformed,churches_jewish,churches_lutheran,churches_mennonite,churches_methodist,churches_minor_sects,churches_presbyterian,churches_protestant,churches_quakers,churches_roman_catholic,churches_swedenborgian,churches_tunker,churches_union,churches_unitarian,churches_universalist,births_free,births_slave,births_total,marriages_total,deaths_free,deaths_slave,sex_female,sex_male,age_00_to_01,age_01_to_04,age_05_to_09,age_10_to_14,age_15_to_19,age_20_to_29,age_30_to_39,age_40_to_49,age_50_to_59,age_60_to_69,age_70_to_79,age_80_to_89,age_90_to_99,age_over_100,age_unknown,sexage_female_00_to_01,sexage_female_01_to_04,sexage_female_05_to_09,sexage_female_10_to_14,sexage_female_15_to_19,sexage_female_20_to_29,sexage_female_30_to_39,sexage_female_40_to_49,sexage_female_50_to_59,sexage_female_60_to_69,sexage_female_70_to_79,sexage_female_80_to_89,sexage_female_90_to_99,sexage_female_over_100,sexage_female_unknown,sexage_male_00_to_01,sexage_male_01_to_04,sexage_male_05_to_09,sexage_male_10_to_14,sexage_male_15_to_19,sexage_male_20_to_29,sexage_male_30_to_39,sexage_male_40_to_49,sexage_male_50_to_59,sexage_male_60_to_69,sexage_male_70_to_79,sexage_male_80_to_89,sexage_male_90_to_99,sexage_male_over_100,sexage_male_unknown,dwellings_total,transport_rail,transport_water
G2200650,1850,Louisiana,220,Madison,650,Madison,1778.76459752494,8773,4,0,4,7353,3533,3820,0,0,1416,590,826,32,985,56619,126032,218,2666046,258553,1319,1978,1424,4620,1391,14368,1708,0,3803,0,42330,0,0,50,0,0,0,0,12771,0,780,0,214365,1916,0,0,680,4474,8150,0,0,26570,0,0,0,0,5434,1,0,3,25,98,2,3,0,0,0,0,0,0,174,80,94,174,0,0,NA,NA,NA,0,1,0,0,NA,NA,2,0,1,NA,NA,1,NA,NA,0,NA,0,38,207,245,NA,57,360,4123,4650,245,1099,1099,930,725,1801,1575,787,319,128,48,9,2,2,4,114,539,557,447,356,823,746,328,129,53,24,3,0,2,2,131,560,542,483,369,978,829,459,190,75,24,6,2,0,2,448,0,1
G2200670,1850,Louisiana,220,Morehouse,670,Morehouse,2533.03493548195,3913,30,17,13,2006,1050,956,0,0,1877,812,1065,22,1319,15895,26108,260,316375,52330,697,1548,318,4083,471,14541,1105,0,545,0,27085,0,0,100,0,0,0,0,3303,0,6,6,119235,2037,0,0,1425,2137,17255,2,0,25952,0,0,104,0,2302,3,0,5,97,103,5,5,0,0,0,0,0,0,333,146,187,333,0,0,NA,NA,NA,0,0,0,0,NA,NA,1,0,0,NA,NA,0,NA,NA,0,NA,0,51,46,97,NA,46,45,1879,2034,97,557,553,530,429,783,482,266,150,48,9,6,2,1,0,51,279,279,269,209,369,204,121,63,23,7,4,0,1,0,46,278,274,261,220,414,278,145,87,25,2,2,2,0,0,372,0,1
G2200690,1850,Louisiana,220,Natchitoches,690,Natchitoches,5760.69073879454,14228,881,464,417,7881,3914,3967,0,0,5466,2501,2965,275,1705,70784,144939,842,1400731,288904,2823,5207,1633,9713,1008,33103,4094,0,7799,0,29995,0,4,464,0,0,0,0,15574,0,0,0,394011,3503,1650,250,3225,11565,14375,0,0,37290,4467,0,0,0,5382,0,0,1,0,35,0,1,0,0,0,0,0,0,705,334,371,705,2,0,NA,NA,NA,1,1,0,0,NA,NA,4,0,0,NA,NA,5,NA,NA,0,NA,0,174,92,266,NA,96,174,6879,7349,266,1843,1950,1590,1203,2582,2347,1337,623,342,107,20,8,9,1,130,934,969,730,637,1294,1080,579,293,162,49,11,5,6,0,136,909,981,860,566,1288,1267,758,330,180,58,9,3,3,1,1432,0,1
G2200710,1850,Louisiana,220,Orleans,710,Orleans,619.749975295028,119460,9961,6006,3955,18068,10672,7396,116375,116375,91431,38553,52878,51227,17298,4844,3435,51,453200,126000,1737,1200,1405,276,154,193,60,0,0,0,0,52505,1495,385,0,0,0,0,0,0,0,0,32180,200,0,0,0,300,40000,0,0,0,0,0,0,0,0,49,3,31,2803,5946,175,139,20,335,2413,1008,506,502,10606,5668,4938,9201,0,1,NA,NA,NA,2,0,1,1,NA,NA,5,2,4,NA,NA,13,NA,NA,0,NA,1,2648,298,2946,NA,3326,315,55231,64229,2946,10022,11567,9772,9607,30992,25398,11745,4482,1841,553,158,69,38,270,1501,5041,5778,5063,5715,14213,9634,4575,2125,1023,340,108,54,26,35,1445,4981,5789,4709,3892,16779,15764,7170,2357,818,213,50,15,12,235,15621,1,1
G2200730,1850,Louisiana,220,Ouachita,730,Ouachita,1778.37077939467,5008,8,4,4,2708,1400,1308,0,0,2292,1061,1231,54,1114,20373,38539,242,601690,93595,798,1347,452,3851,474,14274,1376,0,3399,0,19914,0,0,0,0,0,0,0,3486,0,12,20,128000,1304,0,0,695,1538,420,0,0,19020,7200,0,0,0,2986,1,0,12,15,604,1,12,0,0,0,0,0,0,302,148,154,302,1,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,NA,0,57,71,128,NA,50,67,2465,2543,128,708,684,649,517,943,709,356,193,76,28,7,4,6,0,72,349,374,320,278,448,313,159,84,40,18,6,1,3,0,56,359,310,329,239,495,396,197,109,36,10,1,3,3,0,442,0,1
G2200750,1850,Louisiana,220,Plaquemines,750,Plaquemines,2771.62834354684,7390,390,187,203,4779,2213,2566,0,0,2221,893,1328,562,371,39774,96259,205,4587835,1081315,990,2007,1236,2860,1385,834,1261,0,570,0,19205,589130,16835,0,0,0,0,0,60,40,2242,0,149090,8897,0,0,0,3920,1536740,0,0,10559,500,0,0,0,0,6,0,7,83,280,6,7,0,0,0,4,1,3,160,80,80,164,0,0,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,NA,1,NA,NA,0,NA,0,0,2,2,NA,83,164,3293,4097,2,905,819,736,692,1323,1217,917,445,235,68,22,5,4,0,2,485,422,382,358,573,471,303,175,82,30,7,2,1,0,0,420,397,354,334,750,746,614,270,153,38,15,3,3,0,615,0,1
G2200770,1850,Louisiana,220,Pointe Coupee,770,Pointe Coupee,1473.04435138154,11339,560,292,268,7811,3698,4113,0,0,2968,1311,1657,248,449,43010,124962,248,2208130,339647,1424,1752,1403,2771,1053,3395,3720,0,1170,0,0,321546,8560,0,0,0,0,0,1622,0,0,0,199790,100,0,0,2000,0,16840,0,0,43643,0,0,0,0,130,0,1,8,0,160,0,8,4,84,1,21,6,15,229,104,125,249,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,2,NA,NA,0,NA,0,57,125,182,NA,17,131,5301,6038,182,1267,1345,1293,1105,2214,1726,1166,546,329,101,50,12,1,2,93,621,639,631,529,1045,749,525,238,157,43,23,5,1,2,89,646,706,662,576,1169,977,641,308,172,58,27,7,0,0,760,0,1
G2200790,1850,Louisiana,220,Rapides,790,Rapides,6388.57379313273,16561,184,106,78,11340,5464,5876,0,0,5037,2228,2809,267,1474,69653,124767,187,2742040,460195,1983,2701,2085,8506,1975,18739,6548,0,0,0,35175,438170,4613,0,0,0,0,0,4222,0,50,0,357480,2750,0,0,5730,3660,4500,0,0,34285,0,0,0,0,14190,2,0,28,70,980,5,28,0,0,5,0,0,0,519,261,258,514,2,2,NA,NA,NA,1,0,0,0,NA,NA,6,0,0,NA,NA,1,NA,NA,0,NA,0,161,198,359,NA,45,235,7798,8763,359,2181,2321,1954,1363,2884,2750,1621,692,315,74,28,6,9,4,170,1031,1145,945,688,1384,1266,662,313,135,35,16,2,6,0,189,1150,1176,1009,675,1500,1484,959,379,180,39,12,4,3,4,1032,0,1
G2200850,1850,Louisiana,220,Sabine,850,Sabine,3382.81366589437,4515,0,0,0,1168,585,583,0,0,3347,1538,1809,25,1412,18254,62429,522,216738,46185,1094,2809,193,5971,695,30372,1043,0,10160,0,22584,531,1,0,0,0,0,0,1107,0,0,0,89514,2506,0,0,3460,11670,21130,0,0,43622,1170,0,0,0,1594,0,0,33,0,1051,0,33,0,0,0,0,0,0,783,374,409,783,4,0,NA,NA,NA,0,0,0,0,NA,NA,11,0,0,NA,NA,1,NA,NA,0,NA,0,109,38,147,NA,41,19,2123,2392,147,688,761,599,488,768,508,298,154,63,31,4,2,3,1,66,333,345,297,258,382,226,118,56,28,13,1,0,0,0,81,355,416,302,230,386,282,180,98,35,18,3,2,3,1,632,0,1
G2200870,1850,Louisiana,220,St Bernard,870,St Bernard,1166.50034811454,3802,73,36,37,2323,756,1567,0,0,1406,592,814,330,44,11435,12273,34,958650,252393,179,258,551,488,394,0,36,0,0,0,0,173000,4367,0,0,0,0,0,0,0,1783,0,12756,5341,0,0,0,359,0,0,0,10691,0,0,0,0,0,0,0,3,0,150,0,3,0,0,12,0,0,0,182,61,121,170,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,1,NA,NA,0,NA,0,55,30,85,NA,4,23,1384,2418,85,321,406,325,336,774,753,500,166,95,31,9,1,0,0,46,143,178,145,155,249,220,149,52,29,14,3,1,0,0,39,178,228,180,181,525,533,351,114,66,17,6,0,0,0,283,0,1
G2200890,1850,Louisiana,220,St Charles,890,St Charles,927.465669437235,5120,121,62,59,4132,1735,2397,0,0,867,404,463,31,31,20596,66746,70,1801950,560050,725,589,1133,687,1270,529,841,0,0,0,0,531300,10206,0,0,0,0,0,0,0,1302,0,178980,432,0,0,680,0,619000,0,0,1355,0,0,0,0,0,0,0,2,0,55,0,2,0,0,0,1,0,1,162,69,93,163,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,1,NA,NA,0,NA,0,26,101,127,NA,14,111,2201,2919,127,443,436,463,540,1099,829,640,359,144,33,6,0,1,0,83,250,226,228,240,419,357,230,105,50,10,3,0,0,0,44,193,210,235,300,680,472,410,254,94,23,3,0,1,0,191,1,1
G2200910,1850,Louisiana,220,St Helena,910,St Helena,1348.19649849052,4561,11,3,8,2196,1128,1068,0,0,2354,1117,1237,66,621,21913,130180,273,273340,37429,1172,1825,115,4854,907,17854,3598,0,0,0,1570,0,0,0,0,0,0,0,1284,0,0,0,109751,1026,0,0,6085,2745,54868,0,0,44225,0,0,0,0,6408,0,0,14,0,355,0,14,0,0,9,0,0,0,553,259,294,544,4,0,NA,NA,NA,0,0,0,0,NA,NA,10,0,0,NA,NA,0,NA,NA,0,NA,0,76,77,153,NA,26,25,2248,2313,153,689,716,694,456,754,497,290,180,85,32,12,2,1,0,73,335,364,340,227,372,250,160,73,32,15,5,1,1,0,80,354,352,354,229,382,247,130,107,53,17,7,1,0,0,390,0,1
G2200930,1850,Louisiana,220,St James,930,St James,732.639205256058,11098,62,36,26,7751,3373,4378,0,0,3285,1589,1696,250,79,41905,49164,145,2505235,590920,1371,953,1682,1335,1164,785,911,0,0,0,0,926438,21670,0,0,0,0,0,0,0,5044,0,334480,0,0,0,0,0,68500,0,0,2060,9370,0,0,0,0,1,0,8,148,238,13,8,0,0,1,0,0,0,403,178,225,402,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,2,NA,NA,0,NA,0,99,151,250,NA,24,194,4998,6100,250,1115,1294,1273,958,2203,1817,1097,622,318,121,24,5,1,0,135,615,647,592,475,934,719,400,259,142,60,16,3,1,0,115,500,647,681,483,1269,1098,697,363,176,61,8,2,0,0,591,0,1
G2200950,1850,Louisiana,220,St John The Baptist,950,St John The Baptist,652.401779903114,7317,191,117,74,4540,1925,2615,0,0,2586,1284,1302,89,17,22285,33412,162,1703500,663800,999,815,981,638,1257,913,797,0,0,0,0,638230,11935,0,0,0,0,0,0,0,1886,0,188390,60,0,0,0,0,314200,0,0,1721,0,0,0,0,0,0,0,9,0,452,0,17,0,0,2,4,4,0,297,123,174,299,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,1,NA,NA,0,NA,0,109,102,211,NA,26,129,3326,3991,211,715,793,801,699,1414,1140,801,433,221,66,17,4,2,0,122,352,377,394,382,612,498,298,157,92,30,7,3,2,0,89,363,416,407,317,802,642,503,276,129,36,10,1,0,0,530,0,1
G2200970,1850,Louisiana,220,St Landry,970,St Landry,6017.61389021315,22253,1242,642,600,10871,5270,5601,0,0,10140,4918,5222,321,442,87584,193622,775,1888950,295798,10725,9877,2030,82517,4293,27935,12457,0,0,0,0,317970,5951,0,0,0,0,0,3920,0,1691,0,372180,0,0,0,0,0,6144,0,0,69361,1200,0,0,0,0,6,1,32,204,900,32,33,11,50,4,51,20,31,1308,534,774,1355,2,0,NA,NA,NA,0,0,0,0,NA,NA,1,0,0,NA,NA,2,NA,NA,1,NA,0,217,132,349,NA,129,196,10830,11423,349,2979,3300,2987,2311,4355,2843,1604,855,459,152,44,11,4,0,186,1523,1592,1409,1203,2152,1330,728,393,209,75,21,6,3,0,163,1456,1708,1578,1108,2203,1513,876,462,250,77,23,5,1,0,2421,0,1
G2200990,1850,Louisiana,220,St Martin,990,St Martin,3043.56267875739,11761,529,288,241,6489,3086,3403,0,0,4743,2166,2577,219,129,35971,150119,420,1430147,204980,3368,4311,1489,11814,4042,5625,6936,0,0,0,920,237160,4188,0,0,0,0,0,4073,0,0,0,517401,80,0,0,0,699,3700,0,0,6863,0,0,0,0,0,1,0,12,28,350,3,13,0,0,5,0,0,0,576,229,347,571,0,0,NA,NA,NA,0,0,0,0,NA,NA,4,0,0,NA,NA,0,NA,NA,0,NA,0,103,110,213,NA,74,185,5540,6221,213,1578,1691,1486,1210,2197,1560,915,493,253,122,31,9,1,2,101,806,820,701,583,1032,683,404,215,124,53,12,5,0,1,112,772,871,785,627,1165,877,511,278,129,69,19,4,1,1,940,0,1
G2201010,1850,Louisiana,220,St Mary,1010,St Mary,2446.94193467191,13697,424,231,193,9850,4390,5460,0,0,3423,1493,1930,326,562,43051,166780,198,4157500,553420,1669,1907,3213,7546,2484,3125,1448,0,0,0,0,897660,24765,0,0,0,0,0,84,0,0,0,305290,50,0,0,0,0,140,0,0,50495,0,0,0,0,0,1,0,4,15,98,1,4,0,0,1,0,0,0,174,65,109,173,1,0,NA,NA,NA,1,0,0,0,NA,NA,2,0,0,NA,NA,2,NA,NA,0,NA,0,57,19,76,NA,19,83,6114,7583,76,1629,1683,1577,1244,2879,2263,1326,604,288,95,17,7,5,4,41,793,851,699,624,1299,832,552,223,140,43,11,2,3,1,35,836,832,878,620,1580,1431,774,381,148,52,6,5,2,3,746,0,1
G2201030,1850,Louisiana,220,St Tammany,1030,St Tammany,2860.78446876944,6364,359,193,166,2363,1039,1324,0,0,3642,1702,1940,643,883,5824,73076,90,149190,8699,461,2133,132,6821,735,5195,1370,0,0,0,2570,600,20,0,0,0,0,0,41,0,178,0,17849,300,0,0,701,450,97793,0,0,22352,0,0,0,0,1458,8,0,22,170,500,10,22,0,0,23,8,1,7,456,252,204,441,1,0,NA,NA,NA,1,0,0,0,NA,NA,6,0,3,NA,NA,3,NA,NA,0,NA,0,116,53,169,NA,58,45,2934,3430,169,830,820,826,611,1119,896,580,301,155,38,13,3,3,0,86,424,395,422,333,488,360,220,110,68,17,9,0,2,0,83,406,425,404,278,631,536,360,191,87,21,4,3,1,0,786,0,1
G2201070,1850,Louisiana,220,Tensas,1070,Tensas,1786.8326406416,9040,2,1,1,8138,3955,4183,0,0,900,372,528,24,597,59391,158539,165,2432734,250783,1503,1405,1927,3766,1571,12406,2856,0,20,0,28635,0,0,0,0,0,0,0,21665,0,147,0,338725,1735,0,0,250,3191,3000,0,0,34871,50,0,0,0,6210,0,0,5,0,55,0,5,0,0,0,0,0,0,100,49,51,100,0,0,NA,NA,NA,0,0,0,0,NA,NA,3,0,0,NA,NA,0,NA,NA,0,NA,0,26,190,216,NA,27,292,4328,4712,216,1138,1183,949,674,1767,1606,883,401,147,56,16,3,1,0,124,597,596,442,367,830,749,359,160,68,25,9,1,1,0,92,541,587,507,307,937,857,524,241,79,31,7,2,0,0,244,0,1
G2201090,1850,Louisiana,220,Terrebonne,1090,Terrebonne,4683.27626752745,7724,91,49,42,4328,1874,2454,0,0,3305,1465,1840,88,196,18706,101937,224,2015145,382794,732,1051,939,1070,502,2116,1078,0,0,0,0,435290,9171,0,0,0,0,0,0,0,0,0,187420,260,0,0,0,200,466900,0,0,17654,0,0,0,0,0,0,0,9,0,270,0,10,0,0,70,0,0,0,252,103,149,182,0,0,NA,NA,NA,0,0,0,0,NA,NA,1,0,1,NA,NA,1,NA,NA,0,NA,0,98,103,201,NA,20,49,3388,4336,201,962,1132,975,737,1476,1121,666,266,131,44,11,1,1,0,95,433,557,450,325,674,449,242,89,53,17,4,0,0,0,106,529,575,525,412,802,672,424,177,78,27,7,1,1,0,550,0,1
G2201110,1850,Louisiana,220,Union,1110,Union,2491.87644946155,8203,0,0,0,3425,1825,1600,0,0,4778,2296,2482,31,3662,45135,73544,717,477950,44362,1557,2705,595,5357,668,32059,535,0,25,0,39926,0,0,0,0,0,0,0,5213,0,0,0,292095,0,0,0,0,0,0,0,0,105820,0,0,0,0,1125,2,0,20,125,514,4,20,0,0,1,0,0,0,652,327,325,651,7,0,NA,NA,NA,1,0,0,0,NA,NA,2,0,1,NA,NA,0,NA,NA,0,NA,0,30,88,118,NA,70,44,4121,4082,118,1376,1282,1309,788,1457,991,516,239,87,35,4,0,1,0,73,715,660,638,468,751,460,207,93,36,17,2,0,1,0,45,661,622,671,320,706,531,309,146,51,18,2,0,0,0,942,0,0
G2201130,1850,Louisiana,220,Vermillion,1130,Vermillion,4458.11504750369,3409,14,7,7,1067,530,537,0,0,2328,1128,1200,72,134,5913,56195,198,110905,34073,3455,1797,99,23043,1247,3439,1672,0,0,0,0,31720,871,0,0,0,0,0,45,0,0,0,46061,0,0,0,0,0,1664,0,0,4641,0,0,0,0,2330,0,0,8,0,314,0,8,0,0,0,0,0,0,138,51,87,138,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,1,NA,NA,0,NA,0,81,32,113,NA,22,21,1665,1744,113,497,576,491,358,565,376,240,115,54,15,5,2,2,0,57,264,301,230,184,273,167,105,53,21,8,1,0,1,0,56,233,275,261,174,292,209,135,62,33,7,4,2,1,0,406,0,1
G2201170,1850,Louisiana,220,Washington,1170,Washington,2254.91558805979,3408,4,1,3,1037,535,502,0,0,2367,1141,1226,33,834,13071,88523,260,106640,21335,792,1730,35,7649,562,12404,1590,0,400,0,700,120,0,0,0,0,0,0,693,0,3,0,69790,0,0,0,4925,3272,159750,0,0,23610,0,0,0,0,2134,0,0,22,0,500,0,22,0,0,0,0,0,0,355,170,185,355,5,0,NA,NA,NA,0,0,0,0,NA,NA,4,0,0,NA,NA,0,NA,NA,0,NA,0,63,26,89,NA,23,6,1677,1731,89,534,590,474,361,573,351,222,102,68,35,8,1,0,0,52,276,294,237,180,278,172,98,43,26,17,3,1,0,0,37,258,296,237,181,295,179,124,59,42,18,5,0,0,0,406,0,1
G2201210,1850,Louisiana,220,West Baton Rouge,1210,West Baton Rouge,579.31014460773,6270,105,54,51,4350,2040,2310,0,0,1815,836,979,140,149,25775,41988,138,1940300,350825,1032,746,984,1372,570,1257,1034,0,1180,0,0,518870,7920,0,0,0,0,0,262,0,1051,0,151750,2329,0,0,0,1327,900,0,0,11347,0,0,0,0,270,4,0,7,50,250,4,8,0,0,5,1,1,0,354,167,187,350,0,0,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,NA,1,NA,NA,0,NA,0,53,76,129,NA,51,170,2930,3340,129,687,722,670,583,1318,1014,608,323,150,33,17,6,8,2,66,338,370,322,312,598,423,249,141,75,18,11,3,2,2,63,349,352,348,271,720,591,359,182,75,15,6,3,6,0,392,0,1
G2201250,1850,Louisiana,220,West Feliciana,1250,West Feliciana,1103.34083674215,13245,106,67,39,10666,5448,5218,0,0,2473,1091,1382,261,785,76311,109060,234,3096993,323672,1904,3150,1993,7499,1904,11005,5051,0,343,0,61254,395612,4767,0,0,0,0,0,18291,0,486,14,360585,4992,0,0,4825,6157,8000,0,0,53370,0,0,0,0,10993,17,0,6,130,170,17,6,0,0,3,1,0,1,475,205,270,473,1,0,NA,NA,NA,1,0,0,0,NA,NA,5,0,0,NA,NA,0,NA,NA,0,NA,0,68,335,403,NA,82,295,6606,6639,403,1765,1678,1407,1111,2642,2022,1115,625,318,97,32,11,19,0,217,903,893,698,591,1302,927,541,300,161,44,13,6,10,0,186,862,785,709,520,1340,1095,574,325,157,53,19,5,9,0,599,0,1
G2300030,1850,Maine,230,Aroostook,30,Aroostook,17688.3116454436,12529,6,3,3,0,0,0,0,0,12523,5798,6725,4075,376,55097,140523,1228,814526,46817,1274,3285,1,3499,1809,2086,11411,13645,956,86529,186691,0,0,21264,661,0,70,62,0,1080,17314,62,13746,191541,43,25737,201637,10932,0,7379,0,0,0,0,10675,0,30317,5,0,66,129,2021,6,66,0,0,379,0,0,0,2223,1079,1144,1844,3,1,NA,2,NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,4,0,NA,0,1,1,NA,NA,393,115,NA,NA,5801,6728,393,1849,2015,1585,1347,2049,1389,947,564,263,99,26,3,0,0,210,907,982,782,655,938,581,381,211,96,42,14,2,0,0,183,942,1033,803,692,1111,808,566,353,167,57,12,1,0,0,2042,0,0
G2300050,1850,Maine,230,Cumberland,50,Cumberland,2985.68957377884,79538,599,294,305,0,0,0,20815,0,78939,39732,39207,5020,4848,250607,202676,5352,8304058,258510,4982,15914,11,11453,9313,6845,33693,2501,8373,306,1014226,0,0,370326,100,0,362,26,0,21,94535,41,233870,266586,85,820,130465,10283,0,14042,1,0,0,0,8880,0,97399,18,2,436,1174,22426,34,538,16,210,517,131,67,64,23296,11261,12035,22910,39,1,NA,36,NA,2,0,NA,NA,NA,NA,31,0,2,NA,4,1,1,NA,7,3,14,NA,NA,1801,856,NA,NA,40026,39512,1801,7597,8829,9018,9006,14510,10262,7800,5173,3215,1606,614,53,2,52,891,3675,4390,4480,4586,7323,5066,3929,2732,1730,850,319,30,1,24,910,3922,4439,4538,4420,7187,5196,3871,2441,1485,756,295,23,1,28,12762,1,1
G2300070,1850,Maine,230,Franklin,70,Franklin,4517.14755669857,20027,19,7,12,0,0,0,0,0,20008,9777,10231,123,1959,154568,143944,2521,2313279,132053,2730,7790,21,10201,5409,3174,48018,5676,22786,194,540720,0,0,133234,597,0,1178,33,0,6046,49717,2805,84879,210942,1636,17481,120064,11281,0,4729,15,0,0,0,47860,10,163609,4,0,260,125,6789,25,304,0,0,10,11,7,4,7624,3560,4064,7625,6,0,NA,7,NA,0,0,NA,NA,NA,NA,10,0,0,NA,1,0,0,NA,11,0,1,NA,NA,469,190,NA,NA,9784,10243,469,2068,2641,2598,2345,2865,2298,1935,1406,805,433,151,11,0,2,235,1027,1295,1236,1093,1397,1184,936,700,391,214,68,8,0,0,234,1041,1346,1362,1252,1468,1114,999,706,414,219,83,3,0,2,3487,0,0
G2300090,1850,Maine,230,Hancock,90,Hancock,4733.67157715437,34372,29,13,16,0,0,0,0,0,34343,16570,17773,1078,1063,74046,140232,2271,1858817,85360,986,5986,0,4150,3810,1846,25420,15824,3042,55,445479,0,0,43486,0,0,0,0,0,0,31523,0,24749,75163,0,61,47917,7448,0,1461,0,0,0,0,3934,0,64968,3,0,264,100,12258,4,331,0,0,117,8,4,4,11209,5464,5745,11100,19,0,NA,14,NA,0,1,NA,NA,NA,NA,13,0,0,NA,0,0,0,NA,3,0,2,NA,NA,897,286,NA,NA,16583,17789,897,3988,4985,4469,4048,5716,3812,2791,1888,995,554,205,16,0,8,412,1983,2457,2174,2018,2661,1786,1342,921,471,245,99,10,0,4,485,2005,2528,2295,2030,3055,2026,1449,967,524,309,106,6,0,4,5550,0,1
G2300110,1850,Maine,230,Kennebec,110,Kennebec,2776.96504181823,62521,139,62,77,0,0,0,14711,0,62382,31004,31378,2167,4715,248637,201511,5256,7110252,299571,5756,15798,0,14323,9501,6146,48448,18214,43968,2429,1124721,0,0,439256,336,0,9600,89,0,166,97946,3164,296108,380014,440,2573,295257,27415,0,10792,102,0,0,0,31462,37,149617,16,1,426,928,20648,34,589,5,72,131,35,15,20,19611,9275,10336,19515,54,2,NA,11,NA,2,1,NA,NA,NA,NA,24,2,0,NA,12,1,0,NA,11,3,8,NA,NA,1502,480,NA,NA,31066,31455,1502,6054,7557,7324,7321,10771,7720,5979,3983,2473,1265,393,41,2,136,773,2998,3725,3580,3690,5280,3913,2963,2004,1202,612,206,18,0,102,729,3056,3832,3744,3631,5491,3807,3016,1979,1271,653,187,23,2,34,10162,1,1
G2300150,1850,Maine,230,Lincoln,150,Lincoln,2695.8045312008,74875,272,126,146,0,0,0,13072,0,74603,36063,38540,3222,2735,188466,224712,4975,6311672,247265,3778,13950,4,11671,9016,5113,41525,21497,10204,915,816141,0,0,237895,6,0,338,1,0,30,86805,38,154452,239492,0,413,84137,18853,0,8080,0,0,0,0,7815,11,115410,12,0,408,508,25757,16,586,0,0,145,43,22,21,22329,10645,11684,22227,50,0,NA,23,NA,2,1,NA,NA,NA,NA,23,0,0,NA,0,3,1,NA,9,2,4,NA,NA,1756,696,NA,NA,36189,38686,1756,7544,9090,8686,8567,13930,9079,6739,4482,2695,1446,443,37,1,380,831,3685,4460,4286,4302,6496,4207,3284,2305,1340,741,229,19,0,4,925,3859,4630,4400,4265,7434,4872,3455,2177,1355,705,214,18,1,376,12175,1,1
G2300170,1850,Maine,230,Oxford,170,Oxford,5795.02271572379,39763,5,2,3,0,0,0,0,0,39758,19214,20544,935,4154,216081,290458,4288,4498116,189406,4441,13617,0,18960,8739,6764,49755,1765,25151,8367,837475,0,0,445141,1141,0,790,167,0,479,69309,31417,227439,488168,16,23238,146266,15573,0,29365,124,0,0,0,40225,0,156353,9,0,293,928,13051,21,502,0,0,17,2,0,2,13696,6443,7253,13681,14,0,NA,16,NA,0,8,NA,NA,NA,NA,14,0,0,NA,0,0,0,NA,7,0,8,NA,NA,882,373,NA,NA,19216,20547,882,4109,5043,5012,4414,6063,4647,3898,2694,1670,879,306,34,1,111,439,1977,2437,2469,2090,2941,2249,1881,1322,782,449,153,21,0,6,443,2132,2606,2543,2324,3122,2398,2017,1372,888,430,153,13,1,105,6713,1,0
